أدوات البناء,المحافظة,المنطقة,نوع المنزل,عدد المنازل
البلك/ الطوب,المهد,المدينة المنورة,منزل شعبي,5632
الحجارة,المهد,المدينة المنورة,منزل شعبي,14
الخرسانة/مسلح,المهد,المدينة المنورة,منزل شعبي,317
الطين,المهد,المدينة المنورة,منزل شعبي,8
أخرى,بدر,المدينة المنورة,منزل شعبي,22
البلك/ الطوب,بدر,المدينة المنورة,منزل شعبي,5992
الحجارة,بدر,المدينة المنورة,منزل شعبي,268
الخرسانة/مسلح,بدر,المدينة المنورة,منزل شعبي,371
الطين,بدر,المدينة المنورة,منزل شعبي,97
أخرى,خيبر,المدينة المنورة,منزل شعبي,23
البلك/ الطوب,خيبر,المدينة المنورة,منزل شعبي,4914
الحجارة,خيبر,المدينة المنورة,منزل شعبي,13
الخرسانة/مسلح,خيبر,المدينة المنورة,منزل شعبي,240
الطين,خيبر,المدينة المنورة,منزل شعبي,5
أخرى,وادي الفرع,المدينة المنورة,منزل شعبي,7
البلك/ الطوب,وادي الفرع,المدينة المنورة,منزل شعبي,3766
الحجارة,وادي الفرع,المدينة المنورة,منزل شعبي,14
الخرسانة/مسلح,وادي الفرع,المدينة المنورة,منزل شعبي,146
الطين,وادي الفرع,المدينة المنورة,منزل شعبي,6
أخرى,ينبع,المدينة المنورة,منزل شعبي,56
البلك/ الطوب,ينبع,المدينة المنورة,منزل شعبي,7995
الحجارة,ينبع,المدينة المنورة,منزل شعبي,52
الخرسانة/مسلح,ينبع,المدينة المنورة,منزل شعبي,1473
الطين,ينبع,المدينة المنورة,منزل شعبي,24
أخرى,الاحساء,المنطقة الشرقية,منزل شعبي,549
البلك/ الطوب,الاحساء,المنطقة الشرقية,منزل شعبي,25832
الحجارة,الاحساء,المنطقة الشرقية,منزل شعبي,432
الخرسانة/مسلح,الاحساء,المنطقة الشرقية,منزل شعبي,6182
الطين,الاحساء,المنطقة الشرقية,منزل شعبي,410
أخرى,الجبيل,المنطقة الشرقية,منزل شعبي,101
البلك/ الطوب,الجبيل,المنطقة الشرقية,منزل شعبي,1783
الحجارة,الجبيل,المنطقة الشرقية,منزل شعبي,156
الخرسانة/مسلح,الجبيل,المنطقة الشرقية,منزل شعبي,1929
الطين,الجبيل,المنطقة الشرقية,منزل شعبي,141
أخرى,الخبر,المنطقة الشرقية,منزل شعبي,86
البلك/ الطوب,الخبر,المنطقة الشرقية,منزل شعبي,1559
الحجارة,الخبر,المنطقة الشرقية,منزل شعبي,72
الخرسانة/مسلح,الخبر,المنطقة الشرقية,منزل شعبي,1810
الطين,الخبر,المنطقة الشرقية,منزل شعبي,66
أخرى,الخفجي,المنطقة الشرقية,منزل شعبي,18
البلك/ الطوب,الخفجي,المنطقة الشرقية,منزل شعبي,1439
الحجارة,الخفجي,المنطقة الشرقية,منزل شعبي,17
الخرسانة/مسلح,الخفجي,المنطقة الشرقية,منزل شعبي,1113
الطين,الخفجي,المنطقة الشرقية,منزل شعبي,9
أخرى,الدمام (مقرالامارة),المنطقة الشرقية,منزل شعبي,314
البلك/ الطوب,الدمام (مقرالامارة),المنطقة الشرقية,منزل شعبي,4000
الحجارة,الدمام (مقرالامارة),المنطقة الشرقية,منزل شعبي,150
الخرسانة/مسلح,الدمام (مقرالامارة),المنطقة الشرقية,منزل شعبي,2757
الطين,الدمام (مقرالامارة),المنطقة الشرقية,منزل شعبي,111
أخرى,العديد,المنطقة الشرقية,منزل شعبي,36
البلك/ الطوب,العديد,المنطقة الشرقية,منزل شعبي,508
الحجارة,العديد,المنطقة الشرقية,منزل شعبي,6
الخرسانة/مسلح,العديد,المنطقة الشرقية,منزل شعبي,206
أخرى,القطيف,المنطقة الشرقية,منزل شعبي,349
البلك/ الطوب,القطيف,المنطقة الشرقية,منزل شعبي,6399
الحجارة,القطيف,المنطقة الشرقية,منزل شعبي,1009
الخرسانة/مسلح,القطيف,المنطقة الشرقية,منزل شعبي,3820
الطين,القطيف,المنطقة الشرقية,منزل شعبي,465
أخرى,النعيرية,المنطقة الشرقية,منزل شعبي,28
البلك/ الطوب,النعيرية,المنطقة الشرقية,منزل شعبي,1628
الحجارة,النعيرية,المنطقة الشرقية,منزل شعبي,42
الخرسانة/مسلح,النعيرية,المنطقة الشرقية,منزل شعبي,1142
الطين,النعيرية,المنطقة الشرقية,منزل شعبي,6
أخرى,بقيق,المنطقة الشرقية,منزل شعبي,59
البلك/ الطوب,بقيق,المنطقة الشرقية,منزل شعبي,2095
الحجارة,بقيق,المنطقة الشرقية,منزل شعبي,30
الخرسانة/مسلح,بقيق,المنطقة الشرقية,منزل شعبي,912
الطين,بقيق,المنطقة الشرقية,منزل شعبي,8
أخرى,حفر الباطن,المنطقة الشرقية,منزل شعبي,243
البلك/ الطوب,حفر الباطن,المنطقة الشرقية,منزل شعبي,5050
الحجارة,حفر الباطن,المنطقة الشرقية,منزل شعبي,89
الخرسانة/مسلح,حفر الباطن,المنطقة الشرقية,منزل شعبي,3925
الطين,حفر الباطن,المنطقة الشرقية,منزل شعبي,30
أخرى,رأس تنورة,المنطقة الشرقية,منزل شعبي,73
البلك/ الطوب,رأس تنورة,المنطقة الشرقية,منزل شعبي,619
الحجارة,رأس تنورة,المنطقة الشرقية,منزل شعبي,24
الخرسانة/مسلح,رأس تنورة,المنطقة الشرقية,منزل شعبي,532
الطين,رأس تنورة,المنطقة الشرقية,منزل شعبي,3
أخرى,قرية العليا,المنطقة الشرقية,منزل شعبي,17
البلك/ الطوب,قرية العليا,المنطقة الشرقية,منزل شعبي,830
الحجارة,قرية العليا,المنطقة الشرقية,منزل شعبي,7
الخرسانة/مسلح,قرية العليا,المنطقة الشرقية,منزل شعبي,189
الطين,قرية العليا,المنطقة الشرقية,منزل شعبي,5
أخرى,البدع,تبوك,منزل شعبي,12
البلك/ الطوب,البدع,تبوك,منزل شعبي,1293
الحجارة,البدع,تبوك,منزل شعبي,8
الخرسانة/مسلح,البدع,تبوك,منزل شعبي,293
الطين,البدع,تبوك,منزل شعبي,2
أخرى,الوجة,تبوك,منزل شعبي,16
البلك/ الطوب,الوجة,تبوك,منزل شعبي,3691
الحجارة,الوجة,تبوك,منزل شعبي,13
الخرسانة/مسلح,الوجة,تبوك,منزل شعبي,385
الطين,الوجة,تبوك,منزل شعبي,29
أخرى,املج,تبوك,منزل شعبي,15
البلك/ الطوب,املج,تبوك,منزل شعبي,4766
الحجارة,املج,تبوك,منزل شعبي,20
الخرسانة/مسلح,املج,تبوك,منزل شعبي,220
الطين,املج,تبوك,منزل شعبي,14
أخرى,تبوك (مقرالامارة),تبوك,منزل شعبي,708
البلك/ الطوب,تبوك (مقرالامارة),تبوك,منزل شعبي,14030
الحجارة,تبوك (مقرالامارة),تبوك,منزل شعبي,74
الخرسانة/مسلح,تبوك (مقرالامارة),تبوك,منزل شعبي,4467
الطين,تبوك (مقرالامارة),تبوك,منزل شعبي,72
أخرى,تيماء,تبوك,منزل شعبي,9
البلك/ الطوب,تيماء,تبوك,منزل شعبي,1165
الحجارة,تيماء,تبوك,منزل شعبي,6
الخرسانة/مسلح,تيماء,تبوك,منزل شعبي,766
الطين,تيماء,تبوك,منزل شعبي,10
أخرى,حقل,تبوك,منزل شعبي,5
البلك/ الطوب,حقل,تبوك,منزل شعبي,1021
الحجارة,حقل,تبوك,منزل شعبي,4
الخرسانة/مسلح,حقل,تبوك,منزل شعبي,98
الطين,حقل,تبوك,منزل شعبي,5
أخرى,ضباء,تبوك,منزل شعبي,40
البلك/ الطوب,ضباء,تبوك,منزل شعبي,3724
الحجارة,ضباء,تبوك,منزل شعبي,105
الخرسانة/مسلح,ضباء,تبوك,منزل شعبي,372
الطين,ضباء,تبوك,منزل شعبي,20
أخرى,ابو عريش,جازان,منزل شعبي,186
البلك/ الطوب,ابو عريش,جازان,منزل شعبي,11243
الحجارة,ابو عريش,جازان,منزل شعبي,95
الخرسانة/مسلح,ابو عريش,جازان,منزل شعبي,2465
الطين,ابو عريش,جازان,منزل شعبي,34
أخرى,احد المسارحة,جازان,منزل شعبي,123
البلك/ الطوب,احد المسارحة,جازان,منزل شعبي,9489
الحجارة,احد المسارحة,جازان,منزل شعبي,128
الخرسانة/مسلح,احد المسارحة,جازان,منزل شعبي,1324
الطين,احد المسارحة,جازان,منزل شعبي,8
أخرى,الحرث,جازان,منزل شعبي,9
البلك/ الطوب,الحرث,جازان,منزل شعبي,1199
الحجارة,الحرث,جازان,منزل شعبي,9
الخرسانة/مسلح,الحرث,جازان,منزل شعبي,120
الطين,الحرث,جازان,منزل شعبي,4
أخرى,الدائر,جازان,منزل شعبي,38
البلك/ الطوب,الدائر,جازان,منزل شعبي,2696
الحجارة,الدائر,جازان,منزل شعبي,184
الخرسانة/مسلح,الدائر,جازان,منزل شعبي,880
الطين,الدائر,جازان,منزل شعبي,4
أخرى,الدرب,جازان,منزل شعبي,62
البلك/ الطوب,الدرب,جازان,منزل شعبي,5683
الحجارة,الدرب,جازان,منزل شعبي,64
الخرسانة/مسلح,الدرب,جازان,منزل شعبي,1219
الطين,الدرب,جازان,منزل شعبي,30
أخرى,الريث,جازان,منزل شعبي,21
البلك/ الطوب,الريث,جازان,منزل شعبي,978
الحجارة,الريث,جازان,منزل شعبي,44
الخرسانة/مسلح,الريث,جازان,منزل شعبي,208
الطين,الريث,جازان,منزل شعبي,12
أخرى,الطوال,جازان,منزل شعبي,36
البلك/ الطوب,الطوال,جازان,منزل شعبي,2964
الحجارة,الطوال,جازان,منزل شعبي,16
الخرسانة/مسلح,الطوال,جازان,منزل شعبي,396
الطين,الطوال,جازان,منزل شعبي,4
أخرى,العارضة,جازان,منزل شعبي,70
البلك/ الطوب,العارضة,جازان,منزل شعبي,5145
الحجارة,العارضة,جازان,منزل شعبي,110
الخرسانة/مسلح,العارضة,جازان,منزل شعبي,1260
الطين,العارضة,جازان,منزل شعبي,12
أخرى,العيدابي,جازان,منزل شعبي,37
البلك/ الطوب,العيدابي,جازان,منزل شعبي,2105
الحجارة,العيدابي,جازان,منزل شعبي,39
الخرسانة/مسلح,العيدابي,جازان,منزل شعبي,560
الطين,العيدابي,جازان,منزل شعبي,4
أخرى,بيش,جازان,منزل شعبي,76
البلك/ الطوب,بيش,جازان,منزل شعبي,6303
الحجارة,بيش,جازان,منزل شعبي,83
الخرسانة/مسلح,بيش,جازان,منزل شعبي,1615
الطين,بيش,جازان,منزل شعبي,31
أخرى,جازان (مقر الامارة),جازان,منزل شعبي,51
البلك/ الطوب,جازان (مقر الامارة),جازان,منزل شعبي,6679
الحجارة,جازان (مقر الامارة),جازان,منزل شعبي,243
الخرسانة/مسلح,جازان (مقر الامارة),جازان,منزل شعبي,897
